date;KM;T;F;E;G
2018-08-22 03:00:00;77,2;13,0;6,78;30,18;0,0
2018-08-22 04:00:00;76,14;12,2;6,78;29,38;2,78
2018-08-22 05:00:00;74,59;12,6;7,06;30,48;52,78
2018-08-22 06:00:00;67,99;15,7;7,41;34,53;191,67
2018-08-22 07:00:00;53,13;18,4;7,61;37,8;344,45
2018-08-22 08:00:00;82,0;21,8;7,61;41,27;488,89
2018-08-22 09:00:00;115,56;23,5;7,36;42,36;611,12
2018-08-22 10:00:00;131,02;24,7;7,14;43,01;697,23
2018-08-22 11:00:00;155,06;25,3;6,79;42,75;741,67
2018-08-22 12:00:00;197,63;26,4;6,82;43,94;736,12
2018-08-22 13:00:00;203,93;27,9;6,75;45,29;683,34
2018-08-22 14:00:00;211,61;27,9;6,99;45,89;588,89
2018-08-22 15:00:00;249,17;28,4;6,95;46,31;463,89
2018-08-22 16:00:00;266,06;27,8;7,18;46,28;302,78
2018-08-22 17:00:00;256,73;27,6;7,33;46,45;166,67
2018-08-22 18:00:00;240,34;26,3;7,43;45,38;38,89
2018-08-22 19:00:00;227,66;23,9;7,54;43,23;0,0
2018-08-22 20:00:00;206,33;21,6;7,68;41,24;0,0
2018-08-22 21:00:00;198,25;19,9;7,79;39,76;0,0
2018-08-22 22:00:00;177,64;19,2;7,45;38,2;0,0
2018-08-22 23:00:00;167,85;18,6;7,31;37,23;0,0
2018-08-23 00:00:00;133,79;17,8;7,59;37,11;0,0
2018-08-23 01:00:00;136,03;17,1;7,5;36,18;0,0
2018-08-23 02:00:00;121,39;16,5;7,57;35,75;0,0
2018-08-23 03:00:00;110,72;16,1;7,72;35,72;0,0
2018-08-23 04:00:00;112,13;15,8;7,69;35,33;0,0
2018-08-23 05:00:00;121,16;17,1;8,11;37,73;44,45
2018-08-23 06:00:00;119,2;19,9;8,52;41,62;166,67
2018-08-23 07:00:00;145,37;23,0;9,08;46,22;311,12
2018-08-23 08:00:00;197,21;26,0;9,2;49,58;455,56
2018-08-23 09:00:00;266,27;29,0;8,21;50,13;577,78
2018-08-23 10:00:00;336,88;30,6;7,9;50,99;669,45
2018-08-23 11:00:00;352,99;31,8;8,17;52,9;705,56
2018-08-23 12:00:00;389,57;32,7;8,3;54,13;583,34
2018-08-23 13:00:00;434,8;33,5;8,36;55,1;466,67
2018-08-23 14:00:00;149,22;33,4;7,66;53,22;516,67
2018-08-23 15:00:00;171,46;33,3;7,3;52,19;486,12
2018-08-23 16:00:00;150,9;34,5;7,12;52,96;294,45
2018-08-23 17:00:00;424,32;32,3;7,8;52,47;125,0
2018-08-23 18:00:00;426,77;30,9;8,32;52,37;13,89
2018-08-23 19:00:00;364,24;27,7;9,01;50,84;0,0
2018-08-23 20:00:00;355,08;24,8;10,93;52,76;0,0
2018-08-23 21:00:00;341,91;24,2;10,92;52,13;0,0
2018-08-23 22:00:00;343,63;23,8;11,03;52,0;0,0
2018-08-23 23:00:00;340,75;23,1;10,92;51,01;0,0
2018-08-24 00:00:00;304,89;22,2;10,84;49,88;0,0
2018-08-24 01:00:00;286,96;19,9;10,42;46,45;0,0
2018-08-24 02:00:00;271,85;20,1;10,7;47,37;0,0
2018-08-24 03:00:00;251,88;19,6;10,95;47,48;0,0
2018-08-24 04:00:00;251,96;19,6;10,95;47,48;0,0
2018-08-24 05:00:00;242,93;20,1;10,55;46,99;27,78
2018-08-24 06:00:00;237,11;20,1;10,7;47,37;113,89
2018-08-24 07:00:00;246,99;20,7;10,34;47,07;188,89
2018-08-24 08:00:00;272,9;21,9;10,64;49,07;205,56
2018-08-24 09:00:00;291,29;22,2;10,84;49,88;386,12
2018-08-24 10:00:00;305,77;23,6;9,79;48,64;280,56
2018-08-24 11:00:00;291,49;21,4;10,48;48,14;119,45
2018-08-24 12:00:00;287,37;19,3;7,92;39,49;438,89
2018-08-24 13:00:00;204,84;22,6;7,14;40,87;372,23
2018-08-24 14:00:00;163,43;22,3;7,68;41,95;436,12
2018-08-24 15:00:00;128,41;22,9;7,1;41,07;358,34
2018-08-24 16:00:00;163,05;22,0;6,88;39,61;75,0
2018-08-24 17:00:00;123,59;21,0;7,09;39,12;66,67
2018-08-24 18:00:00;122,08;20,2;6,15;35,93;22,23
2018-08-24 19:00:00;100,67;19,5;6,74;36,71;0,0
2018-08-24 20:00:00;89,91;19,0;6,94;36,71;0,0
2018-08-24 21:00:00;78,46;18,6;7,04;36,55;0,0
2018-08-24 22:00:00;72,06;17,8;6,82;35,17;0,0
2018-08-24 23:00:00;67,8;17,6;5,48;31,57;0,0
2018-08-25 00:00:00;40,87;16,9;6,2;32,68;0,0
2018-08-25 01:00:00;40,09;16,7;6,36;32,88;0,0
2018-08-25 02:00:00;34,1;15,8;6,9;33,33;0,0
2018-08-25 03:00:00;33,09;15,1;7,24;33,48;0,0
2018-08-25 04:00:00;34,63;14,3;7,18;32,51;0,0
2018-08-25 05:00:00;33,36;14,7;7,68;34,19;19,45
2018-08-25 06:00:00;30,36;15,2;8,04;35,62;83,34
2018-08-25 07:00:00;32,65;15,9;8,53;37,57;241,67
2018-08-25 08:00:00;56,4;17,2;8,53;38,9;330,56
2018-08-25 09:00:00;92,11;19,2;6,61;36,08;544,45
2018-08-25 10:00:00;87,16;20,6;6,46;37,12;333,34
2018-08-25 11:00:00;69,55;21,4;5,99;36,74;219,45
2018-08-25 12:00:00;57,37;21,9;5,2;35,23;311,12
2018-08-25 13:00:00;45,99;20,2;5,27;33,68;91,67
2018-08-25 14:00:00;45,66;16,2;7,66;35,66;227,78
2018-08-25 15:00:00;37,91;17,1;7,87;37,11;336,12
2018-08-25 16:00:00;75,69;19,2;5,78;33,97;225,0
2018-08-25 17:00:00;84,45;17,3;6,11;32,87;100,0
2018-08-25 18:00:00;36,26;16,6;5,73;31,19;44,45
2018-08-25 19:00:00;30,39;15,6;6,03;30,95;0,0
2018-08-25 20:00:00;28,65;14,9;6,19;30,63;0,0
2018-08-25 21:00:00;26,41;14,3;6,26;30,19;0,0
2018-08-25 22:00:00;23,82;13,4;6,19;29,1;0,0
2018-08-25 23:00:00;26,0;12,9;6,27;28,79;0,0
2018-08-26 00:00:00;21,79;12,2;6,16;27,81;0,0
2018-08-26 01:00:00;21,77;12,0;6,43;28,28;0,0
2018-08-26 02:00:00;22,26;11,7;6,56;28,31;0,0
2018-08-26 03:00:00;24,56;11,4;6,6;28,1;0,0
2018-08-26 04:00:00;23,12;10,9;6,55;27,46;0,0
2018-08-26 05:00:00;24,2;10,8;6,58;27,45;27,78
2018-08-26 06:00:00;20,92;11,3;6,64;28,1;158,34
2018-08-26 07:00:00;22,69;12,8;6,69;29,75;330,56
2018-08-26 08:00:00;20,1;14,8;6,47;31,22;486,12
2018-08-26 09:00:00;26,47;16,7;6,12;32,28;491,67
2018-08-26 10:00:00;23,84;17,5;5,69;32,01;527,78
2018-08-26 11:00:00;25,55;19,1;5,88;34,12;625,0
2018-08-26 12:00:00;25,46;19,9;5,17;33,13;372,23
2018-08-26 13:00:00;22,39;20,1;5,09;33,13;541,67
2018-08-26 14:00:00;35,59;20,5;5,22;33,86;513,89
2018-08-26 15:00:00;36,54;19,6;4,65;31,5;230,56
2018-08-26 16:00:00;38,98;20,0;4,33;31,1;211,12
2018-08-26 17:00:00;33,94;20,5;4,32;31,57;152,78
2018-08-26 18:00:00;31,65;18,8;4,29;29,77;27,78
2018-08-26 19:00:00;34,47;17,2;4,48;28,65;0,0
2018-08-26 20:00:00;34,44;14,2;4,6;25,9;0,0
2018-08-26 21:00:00;31,13;14,7;4,65;26,53;0,0
2018-08-26 22:00:00;29,48;14,0;4,74;26,05;0,0
2018-08-26 23:00:00;25,68;13,8;4,58;25,45;0,0
2018-08-27 00:00:00;29,8;13,8;4,68;25,7;0,0
2018-08-27 01:00:00;30,46;13,6;4,72;25,58;0,0
2018-08-27 02:00:00;20,02;12,7;4,9;25,14;0,0
2018-08-27 03:00:00;24,02;12,5;4,84;24,77;0,0
2018-08-27 04:00:00;20,52;12,2;4,83;24,45;0,0
2018-08-27 05:00:00;22,92;12,4;4,99;25,05;27,78
2018-08-27 06:00:00;19,77;13,4;5,13;26,43;111,12
2018-08-27 07:00:00;20,2;15,9;5,25;29,27;200,0
2018-08-27 08:00:00;26,23;18,0;5,23;31,35;283,34
2018-08-27 09:00:00;54,15;20,4;5,04;33,29;288,89
2018-08-27 10:00:00;80,04;20,7;5,28;34,23;250,0
2018-08-27 11:00:00;92,0;21,1;5,41;34,97;219,45
2018-08-27 12:00:00;105,96;21,5;5,39;35,31;302,78
2018-08-27 13:00:00;107,12;21,5;5,87;36,53;208,34
2018-08-27 14:00:00;109,3;21,7;6,27;37,74;180,56
2018-08-27 15:00:00;96,05;21,7;7,24;40,22;255,56
2018-08-27 16:00:00;119,46;22,2;7,13;40,45;141,67
2018-08-27 17:00:00;126,82;22,2;7,47;41,3;41,67
2018-08-27 18:00:00;143,85;21,6;8,01;42,06;16,67
2018-08-27 19:00:00;139,96;20,4;8,49;42,05;0,0
2018-08-27 20:00:00;155,41;19,8;8,46;41,38;0,0
2018-08-27 21:00:00;158,42;18,7;9,53;42,95;0,0
2018-08-27 22:00:00;172,74;17,7;9,58;42,06;0,0
2018-08-27 23:00:00;196,11;17,2;9,28;40,78;0,0
2018-08-28 00:00:00;193,18;16,9;8,98;39,72;0,0
2018-08-28 01:00:00;186,62;16,7;9,1;39,83;0,0
2018-08-28 02:00:00;164,23;16,5;9,22;39,93;0,0
2018-08-28 03:00:00;167,91;15,8;9,04;38,75;0,0
2018-08-28 04:00:00;174,85;15,8;8,93;38,47;0,0
2018-08-28 05:00:00;165,0;15,7;8,65;37,65;16,67
2018-08-28 06:00:00;141,71;15,8;8,59;37,61;108,34
2018-08-28 07:00:00;143,32;17,0;8,55;38,73;261,12
2018-08-28 08:00:00;144,86;18,3;8,23;39,25;413,89
2018-08-28 09:00:00;151,79;19,4;7,83;39,36;530,56
2018-08-28 10:00:00;146,92;20,9;7,51;40,09;652,78
2018-08-28 11:00:00;138,27;21,9;7,0;39,81;541,67
2018-08-28 12:00:00;120,05;21,8;6,8;39,19;505,56
2018-08-28 13:00:00;145,35;21,9;7,0;39,81;327,78
2018-08-28 14:00:00;131,52;22,1;6,92;39,82;333,34
2018-08-28 15:00:00;138,73;21,9;6,84;39,4;250,0
2018-08-28 16:00:00;141,18;21,6;7,04;39,59;122,23
2018-08-28 17:00:00;113,97;21,2;6,86;38,75;125,0
2018-08-28 18:00:00;113,44;19,5;6,74;36,71;19,45
2018-08-28 19:00:00;103,9;18,2;7,26;36,69;0,0
2018-08-28 20:00:00;108,76;15,8;7,24;34,19;0,0
2018-08-28 21:00:00;105,19;15,2;7,5;34,25;0,0
2018-08-28 22:00:00;98,6;14,0;7,34;32,61;0,0
2018-08-28 23:00:00;97,23;12,9;7,1;30,9;0,0
2018-08-29 00:00:00;102,15;12,1;7,27;30,5;0,0
2018-08-29 01:00:00;102,84;11,8;7,3;30,27;0,0
2018-08-29 02:00:00;97,16;11,4;7,19;29,59;0,0
2018-08-29 03:00:00;91,4;11,3;7,14;29,37;0,0
2018-08-29 04:00:00;88,61;12,0;7,22;30,28;0,0
2018-08-29 05:00:00;97,13;12,0;7,31;30,5;27,78
2018-08-29 06:00:00;75,12;14,3;7,38;33,03;138,89
2018-08-29 07:00:00;57,78;17,4;7,27;35,91;283,34
2018-08-29 08:00:00;81,25;20,0;6,95;37,76;430,56
2018-08-29 09:00:00;113,0;22,2;6,46;38,75;555,56
2018-08-29 10:00:00;207,88;23,9;6,61;40,86;650,0
2018-08-29 11:00:00;240,4;24,8;6,59;41,72;694,45
2018-08-29 12:00:00;291,65;26,2;6,74;43,53;691,67
2018-08-29 13:00:00;338,84;26,9;7,03;44,98;625,0
2018-08-29 14:00:00;316,85;27,8;7,18;46,28;530,56
2018-08-29 15:00:00;383,63;27,8;6,95;45,68;411,12
2018-08-29 16:00:00;353,07;27,3;6,97;45,24;266,67
2018-08-29 17:00:00;366,78;26,7;7,17;45,12;130,56
2018-08-29 18:00:00;368,67;25,0;7,27;43,65;22,23
2018-08-29 19:00:00;393,83;23,3;7,27;41,93;0,0
2018-08-29 20:00:00;169,45;22,4;7,22;40,88;0,0
2018-08-29 21:00:00;146,31;21,3;7,06;39,36;0,0
2018-08-29 22:00:00;128,33;20,8;6,85;38,3;0,0
2018-08-29 23:00:00;128,11;20,2;6,75;37,43;0,0
2018-08-30 00:00:00;102,55;19,4;6,84;36,85;0,0
2018-08-30 01:00:00;90,69;18,0;6,91;35,6;0,0
2018-08-30 02:00:00;93,58;16,8;6,88;34,3;0,0
2018-08-30 03:00:00;81,58;16,7;6,95;34,39;0,0
2018-08-30 04:00:00;91,27;16,0;6,99;33,76;0,0
2018-08-30 05:00:00;84,1;16,7;7,19;34,99;8,34
2018-08-30 06:00:00;77,27;17,2;7,55;36,4;30,56
2018-08-30 07:00:00;97,48;18,6;8,52;40,3;47,23
2018-08-30 08:00:00;104,67;17,9;9,83;42,9;100,0
2018-08-30 09:00:00;186,88;17,4;10,4;43,83;111,12
2018-08-30 10:00:00;212,59;17,6;10,66;44,7;183,46
2018-08-30 11:00:00;224,78;18,3;10,75;45,64;45,71
2018-08-30 12:00:00;255,24;18,5;10,89;46,2;119,45
2018-08-30 13:00:00;249,19;18,3;10,35;44,63;158,34
2018-08-30 14:00:00;238,11;19,1;10,19;45,04;141,67
2018-08-30 15:00:00;233,0;18,9;9,92;44,16;180,56
2018-08-30 16:00:00;236,41;19,3;9,75;44,14;77,78
2018-08-30 17:00:00;230,53;17,7;10,6;44,65;27,78
2018-08-30 18:00:00;225,39;16,6;10,72;43,81;5,56
2018-08-30 19:00:00;217,57;16,4;10,34;42,66;0,0
2018-08-30 20:00:00;214,4;16,2;10,09;41,82;0,0
2018-08-30 21:00:00;205,16;15,9;9,56;40,16;0,0
2018-08-30 22:00:00;176,88;15,8;9,27;39,33;0,0
2018-08-30 23:00:00;158,68;15,4;8,7;37,48;0,0
2018-08-31 00:00:00;148,5;14,8;8,37;36,03;0,0
2018-08-31 01:00:00;131,24;14,0;7,94;34,13;0,0
2018-08-31 02:00:00;127,84;13,1;7,67;32,54;0,0
2018-08-31 03:00:00;90,41;12,4;7,51;31,4;0,0
2018-08-31 04:00:00;87,11;12,1;7,45;30,95;0,0
2018-08-31 05:00:00;55,84;11,9;7,44;30,72;25,0
2018-08-31 06:00:00;56,7;12,5;7,46;31,4;133,34
2018-08-31 07:00:00;46,42;13,2;7,63;32,53;138,89
2018-08-31 08:00:00;46,93;13,7;7,78;33,43;313,89
2018-08-31 09:00:00;48,2;14,7;7,89;34,72;427,78
2018-08-31 10:00:00;53,39;17,5;8,45;38,99;558,34
2018-08-31 11:00:00;80,72;18,1;8,12;38,78;530,56
2018-08-31 12:00:00;140,68;19,7;8,12;40,41;716,67
2018-08-31 13:00:00;122,78;19,3;7,78;39,13;586,12
2018-08-31 14:00:00;140,12;20,1;7,0;37,97;575,0
2018-08-31 15:00:00;119,2;21,1;6,98;38,94;350,0
2018-08-31 16:00:00;110,82;20,7;6,35;36,93;169,45
2018-08-31 17:00:00;103,91;20,0;6,08;35,53;136,12
2018-08-31 18:00:00;89,33;18,2;5,95;33,38;16,67
2018-08-31 19:00:00;59,21;17,2;6,2;32,98;0,0
2018-08-31 20:00:00;57,24;16,2;6,27;32,16;0,0
2018-08-31 21:00:00;52,79;15,0;6,34;31,1;0,0
2018-08-31 22:00:00;42,41;14,1;6,48;30,54;0,0
2018-08-31 23:00:00;40,24;13,9;6,59;30,63;0,0
2018-09-01 00:00:00;34,14;14,2;6,62;31,01;0,0
2018-09-01 01:00:00;31,68;13,5;6,62;30,28;0,0
2018-09-01 02:00:00;33,79;13,2;6,77;30,37;0,0
2018-09-01 03:00:00;30,88;12,5;6,83;29,8;0,0
2018-09-01 04:00:00;27,22;11,0;6,75;28,08;0,0
2018-09-01 05:00:00;26,86;10,2;6,71;27,16;22,23
2018-09-01 06:00:00;26,25;12,8;7,61;32,09;138,89
2018-09-01 07:00:00;25,72;15,7;8,08;36,23;272,23
2018-09-01 08:00:00;33,21;17,2;8,29;38,28;444,45
2018-09-01 09:00:00;64,6;19,3;8,34;40,56;572,23
2018-09-01 10:00:00;95,9;19,6;7,35;38,36;697,23
2018-09-01 11:00:00;96,34;20,7;6,81;38,1;636,12
2018-09-01 12:00:00;105,1;21,0;7,56;40,31;500,0
2018-09-01 13:00:00;92,26;21,5;7,47;40,61;511,12
2018-09-01 14:00:00;81,09;21,6;7,36;40,41;458,34
2018-09-01 15:00:00;72,5;22,2;7,3;40,88;397,23
2018-09-01 16:00:00;77,76;22,3;7,01;40,24;263,89
2018-09-01 17:00:00;71,21;21,6;7,52;40,83;116,67
2018-09-01 18:00:00;67,17;19,5;7,45;38,51;13,89
2018-09-01 19:00:00;60,2;18,6;6,91;36,21;0,0
2018-09-01 20:00:00;53,18;18,1;6,95;35,81;0,0
2018-09-01 21:00:00;44,85;17,5;7,19;35,81;0,0
2018-09-01 22:00:00;38,76;17,4;7,39;36,22;0,0
2018-09-01 23:00:00;34,5;16,6;7,5;35,67;0,0
2018-09-02 00:00:00;46,55;16,3;8,4;37,65;0,0
2018-09-02 01:00:00;64,75;16,1;8,76;38,34;0,0
2018-09-02 02:00:00;122,64;15,0;8,58;36,78;0,0
2018-09-02 03:00:00;105,2;15,3;8,86;37,79;0,0
2018-09-02 04:00:00;109,88;14,8;8,79;37,1;0,0
2018-09-02 05:00:00;102,0;14,7;8,94;37,38;8,34
2018-09-02 06:00:00;100,45;15,3;9,19;38,62;38,89
2018-09-02 07:00:00;124,32;15,7;9,32;39,36;69,45
2018-09-02 08:00:00;117,14;16,5;9,58;40,83;169,45
2018-09-02 09:00:00;122,61;17,3;9,34;41,03;155,56
2018-09-02 10:00:00;141,08;17,9;9,44;41,92;55,56
2018-09-02 11:00:00;139,02;17,8;10,02;43,29;111,12
2018-09-02 12:00:00;149,58;20,2;9,87;45,36;155,56
2018-09-02 13:00:00;160,79;22,6;9,38;46,57;133,34
2018-09-02 14:00:00;178,3;22,5;9,32;46,32;133,34
2018-09-02 15:00:00;266,64;23,4;9,49;47,67;122,23
2018-09-02 16:00:00;299,82;23,3;9,43;47,42;111,12
2018-09-02 17:00:00;205,16;23,2;9,55;47,62;66,67
2018-09-02 18:00:00;198,52;22,9;9,73;47,77;5,56
2018-09-02 19:00:00;207,36;22,5;9,67;47,2;0,0
2018-09-02 20:00:00;205,04;20,9;9,53;45,22;0,0
2018-09-02 21:00:00;194,12;20,3;9,78;45,24;0,0
2018-09-02 22:00:00;184,01;20,5;9,91;45,76;0,0
2018-09-02 23:00:00;182,73;20,8;9,94;46,15;0,0
2018-09-03 00:00:00;183,13;21,1;9,97;46,53;0,0
2018-09-03 01:00:00;189,09;20,8;9,94;46,15;0,0
2018-09-03 02:00:00;187,1;19,5;10,74;46,84;0,0
2018-09-03 03:00:00;180,34;19,6;10,37;46,02;0,0
2018-09-03 04:00:00;184,02;19,2;10,11;44,95;0,0
2018-09-03 05:00:00;184,89;18,5;9,94;43,8;25,0
2018-09-03 06:00:00;178,48;18,8;10,0;44,25;52,78
2018-09-03 07:00:00;207,07;20,2;10,17;46,12;225,0
2018-09-03 08:00:00;241,95;21,4;10,16;47,32;255,56
2018-09-03 09:00:00;258,64;23,1;10,21;49,19;461,12
2018-09-03 10:00:00;273,97;25,7;9,87;50,98;625,0
2018-09-03 11:00:00;295,17;27,1;9,59;51,73;588,89
2018-09-03 12:00:00;346,0;27,3;9,25;51,05;550,0
2018-09-03 13:00:00;187,77;28,4;9,39;52,52;511,12
2018-09-03 14:00:00;226,47;28,3;9,33;52,28;419,45
2018-09-03 15:00:00;239,66;28,4;9,14;51,9;363,89
2018-09-03 16:00:00;244,58;27,8;8,59;49,87;241,67
2018-09-03 17:00:00;189,8;27,0;8,86;49,76;94,45
2018-09-03 18:00:00;299,14;24,4;9,12;47,75;11,12
2018-09-03 19:00:00;277,12;23,3;9,97;48,8;0,0
2018-09-03 20:00:00;275,8;22,2;10,0;47,73;0,0
2018-09-03 21:00:00;263,74;20,8;9,94;46,15;0,0
2018-09-03 22:00:00;248,68;19,1;9,77;43,98;0,0
2018-09-03 23:00:00;229,43;18,3;10,08;43,95;0,0
2018-09-04 00:00:00;227,74;17,8;10,15;43,62;0,0
2018-09-04 01:00:00;227,29;17,6;9,9;42,77;0,0
2018-09-04 02:00:00;223,12;16,3;9,22;39,72;0,0
2018-09-04 03:00:00;204,4;16,7;9,22;40,13;0,0
2018-09-04 04:00:00;189,88;15,6;9,26;39,1;0,0
2018-09-04 05:00:00;181,67;15,9;9,21;39,29;16,67
2018-09-04 06:00:00;174,57;16,8;9,64;41,3;86,12
2018-09-04 07:00:00;177,91;18,0;9,63;42,5;263,89
2018-09-04 08:00:00;186,2;19,8;9,77;44,7;433,34
2018-09-04 09:00:00;210,95;21,8;9,59;46,28;547,23
2018-09-04 10:00:00;254,49;23,8;9,35;47,73;630,56
2018-09-04 11:00:00;230,32;24,7;8,9;47,49;619,45
2018-09-04 12:00:00;249,12;25,5;8,1;46,29;605,56
2018-09-04 13:00:00;309,23;24,9;8,81;47,46;566,67
2018-09-04 14:00:00;267,11;25,8;8,67;48,03;400,0
2018-09-04 15:00:00;306,88;25,6;8,56;47,56;236,12
2018-09-04 16:00:00;348,69;24,7;7,92;45,0;191,67
2018-09-04 17:00:00;237,91;23,2;7,23;41,71;80,56
2018-09-04 18:00:00;194,07;21,2;7,18;39,55;11,12
2018-09-04 19:00:00;155,11;20,3;8,88;42,95;0,0
2018-09-04 20:00:00;171,77;19,3;9,61;43,78;0,0
2018-09-04 21:00:00;190,45;17,6;9,39;41,48;0,0
2018-09-04 22:00:00;201,23;16,9;9,71;41,56;0,0
2018-09-04 23:00:00;201,79;16,1;9,68;40,68;0,0
2018-09-05 00:00:00;203,22;15,6;9,71;40,24;0,0
2018-09-05 01:00:00;203,63;15,1;9,72;39,76;0,0
2018-09-05 02:00:00;200,96;14,5;9,66;38,99;0,0
2018-09-05 03:00:00;191,31;15,0;10,2;40,86;0,0
2018-09-05 04:00:00;181,67;15,2;10,33;41,4;0,0
2018-09-05 05:00:00;184,07;15,8;10,52;42,49;8,34
2018-09-05 06:00:00;195,03;16,5;10,53;43,23;27,78
2018-09-05 07:00:00;205,09;17,2;10,27;43,29;55,56
2018-09-05 08:00:00;210,35;18,9;10,34;45,21;119,45
2018-09-05 09:00:00;240,53;21,0;10,22;47,07;288,89
2018-09-05 10:00:00;268,11;22,9;9,2;46,43;613,89
2018-09-05 11:00:00;267,76;24,3;9,64;48,97;486,12
2018-09-05 12:00:00;297,64;23,4;9,13;46,74;394,45
2018-09-05 13:00:00;260,7;24,8;8,56;46,72;236,12
2018-09-05 14:00:00;248,9;24,9;8,81;47,46;277,78
2018-09-05 15:00:00;255,22;24,2;8,63;46,3;402,78
2018-09-05 16:00:00;252,85;24,3;7,92;44,59;283,34
2018-09-05 17:00:00;216,98;23,5;7,91;43,74;102,78
2018-09-05 18:00:00;206,13;21,1;7,92;41,33;8,34
2018-09-05 19:00:00;175,17;19,7;7,69;39,31;0,0
2018-09-05 20:00:00;181,48;20,1;8,92;42,85;0,0
2018-09-05 21:00:00;176,27;19,3;9,47;43,42;0,0
2018-09-05 22:00:00;192,17;17,8;9,38;41,66;0,0
2018-09-05 23:00:00;203,04;17,1;9,46;41,15;0,0
2018-09-06 00:00:00;199,51;16,8;9,4;40,69;0,0
2018-09-06 01:00:00;196,39;16,4;9,4;40,27;0,0
2018-09-06 02:00:00;193,39;16,1;9,45;40,09;0,0
2018-09-06 03:00:00;179,27;15,9;9,44;39,87;0,0
2018-09-06 04:00:00;176,67;15,9;9,56;40,16;0,0
2018-09-06 05:00:00;183,8;15,5;9,53;39,69;13,89
2018-09-06 06:00:00;183,18;16,4;9,75;41,17;66,67
2018-09-06 07:00:00;193,08;17,1;9,71;41,77;244,45
2018-09-06 08:00:00;203,58;18,7;9,93;43,99;402,78
2018-09-06 09:00:00;210,9;21,4;9,83;46,5;525,0
2018-09-06 10:00:00;246,41;22,4;9,61;46,94;616,67
2018-09-06 11:00:00;262,05;23,9;9,22;47,5;661,12
2018-09-06 12:00:00;285,35;24,2;8,82;46,78;491,67
2018-09-06 13:00:00;291,84;25,1;8,71;47,43;405,56
2018-09-06 14:00:00;255,93;25,2;8,16;46,12;288,89
2018-09-06 15:00:00;249,03;24,3;8,11;45,08;272,23
2018-09-06 16:00:00;238,68;24,2;8,44;45,82;147,23
2018-09-06 17:00:00;240,33;22,6;8,34;43,94;61,12
2018-09-06 18:00:00;216,32;21,4;8,23;42,42;13,89
2018-09-06 19:00:00;191,91;20,3;8,58;42,19;0,0
2018-09-06 20:00:00;170,29;19,5;8,3;40,67;0,0
2018-09-06 21:00:00;163,71;18,6;8,25;39,61;0,0
2018-09-06 22:00:00;144,69;17,7;8,43;39,15;0,0
2018-09-06 23:00:00;138,26;17,2;8,53;38,9;0,0
2018-09-07 00:00:00;134,8;16,2;8,35;37,42;0,0
2018-09-07 01:00:00;132,02;16,2;8,58;38,0;0,0
2018-09-07 02:00:00;123,08;15,9;8,42;37,28;0,0
2018-09-07 03:00:00;137,26;16,4;8,58;38,19;0,0
2018-09-07 04:00:00;117,01;16,4;8,58;38,19;0,0
2018-09-07 05:00:00;126,11;15,7;9,32;39,36;2,78
2018-09-07 06:00:00;131,28;16,0;9,62;40,42;47,23
2018-09-07 07:00:00;180,41;16,7;10,18;42,57;80,56
2018-09-07 08:00:00;180,47;17,7;10,6;44,65;116,67
2018-09-07 09:00:00;200,37;17,9;10,74;45,2;141,67
2018-09-07 10:00:00;222,86;19,0;10,82;46,54;138,89
2018-09-07 11:00:00;241,32;19,4;10,96;47,29;183,34
2018-09-07 12:00:00;278,15;20,0;11,08;48,23;536,12
2018-09-07 13:00:00;276,9;21,5;10,38;47,99;472,23
2018-09-07 14:00:00;277,93;23,0;9,79;48,03;450,0
2018-09-07 15:00:00;278,86;23,3;9,25;46,96;236,12
2018-09-07 16:00:00;263,67;23,0;8,9;45,77;163,89
2018-09-07 17:00:00;249,93;22,0;8,71;44,25;52,78
2018-09-07 18:00:00;222,46;21,4;8,39;42,83;5,56
2018-09-07 19:00:00;166,57;20,0;8,13;40,74;0,0
2018-09-07 20:00:00;143,51;18,8;6,86;36,29;0,0
2018-09-07 21:00:00;98,16;18,6;7,17;36,89;0,0
2018-09-07 22:00:00;82,54;17,4;8,14;38,12;0,0
2018-09-07 23:00:00;73,64;15,7;7,97;35,95;0,0
2018-09-08 00:00:00;95,5;14,3;7,18;32,51;0,0
2018-09-08 01:00:00;89,34;14,0;6,74;31,09;0,0
2018-09-08 02:00:00;58,13;14,1;6,68;31,05;0,0
2018-09-08 03:00:00;25,29;13,8;6,45;30,17;0,0
2018-09-08 04:00:00;22,52;13,2;6,77;30,37;0,0
2018-09-08 05:00:00;25,39;12,2;6,78;29,38;11,12
2018-09-08 06:00:00;27,38;12,6;7,06;30,48;105,56
2018-09-08 07:00:00;23,91;15,2;6,53;31,79;272,23
2018-09-08 08:00:00;24,99;16,9;5,84;31,77;422,23
2018-09-08 09:00:00;21,68;18,6;5,3;32,14;544,45
2018-09-08 10:00:00;31,35;19,5;5,89;34,55;633,34
2018-09-08 11:00:00;34,98;20,4;5,63;34,81;677,78
2018-09-08 12:00:00;44,0;21,9;5,85;36,89;669,45
2018-09-08 13:00:00;42,73;21,5;5,71;36,12;688,89
2018-09-08 14:00:00;43,72;21,8;5,82;36,7;527,78
2018-09-08 15:00:00;50,35;22,0;5,89;37,09;355,56
2018-09-08 16:00:00;51,59;20,9;5,81;35,77;194,45
2018-09-08 17:00:00;45,81;20,4;5,93;35,57;63,89
